Symptom,Disease,Country,Count
effective,growth,india,1
effective,fraction,india,1
effective,structures,india,1
effective,malaria,india,1
effective,evaluated,india,1
effective,low,india,1
effective,proliferation,india,1
effective,suppress,india,1
effective,novel,india,1
application,effective,india,1
compounds,effective,india,1
effective,inhibition,india,1
effective,leaves,india,1
effective,fevers,india,1
isolated,parasites,india,1
isolated,separation,india,1
isolated,potential,india,1
isolated,resistance,india,1
isolate,isolated,india,1
hela,isolated,india,1
development,isolated,india,1
assessed,isolated,india,1
isolated,medicine,india,1
isolated,species,india,1
isolated,parasite,india,1
isolated,treat,india,1
isolated,scientific,india,1
isolated,leaf,india,1
furan,isolated,india,1
constituents,isolated,india,1
combating,isolated,india,1
cytotoxicity,isolated,india,1
isolated,research,india,1
growth,isolated,india,1
fraction,isolated,india,1
isolated,structures,india,1
isolated,malaria,india,1
evaluated,isolated,india,1
isolated,low,india,1
isolated,proliferation,india,1
isolated,suppress,india,1
isolated,problem,india,1
isolated,novel,india,1
investigation,isolated,india,1
application,isolated,india,1
compounds,isolated,india,1
inhibition,isolated,india,1
isolated,leaves,india,1
fevers,isolated,india,1
parasites,separation,india,1
parasites,potential,india,1
parasites,resistance,india,1
isolate,parasites,india,1
hela,parasites,india,1
development,parasites,india,1
assessed,parasites,india,1
medicine,parasites,india,1
parasites,species,india,1
parasite,parasites,india,1
parasites,treat,india,1
parasites,scientific,india,1
leaf,parasites,india,1
furan,parasites,india,1
constituents,parasites,india,1
combating,parasites,india,1
cytotoxicity,parasites,india,1
parasites,research,india,1
growth,parasites,india,1
fraction,parasites,india,1
parasites,structures,india,1
malaria,parasites,india,1
evaluated,parasites,india,1
low,parasites,india,1
parasites,proliferation,india,1
parasites,suppress,india,1
parasites,problem,india,1
novel,parasites,india,1
investigation,parasites,india,1
application,parasites,india,1
compounds,parasites,india,1
inhibition,parasites,india,1
leaves,parasites,india,1
fevers,parasites,india,1
potential,separation,india,1
resistance,separation,india,1
isolate,separation,india,1
hela,separation,india,1
development,separation,india,1
assessed,separation,india,1
medicine,separation,india,1
separation,species,india,1
parasite,separation,india,1
separation,treat,india,1
scientific,separation,india,1
leaf,separation,india,1
furan,separation,india,1
constituents,separation,india,1
combating,separation,india,1
cytotoxicity,separation,india,1
research,separation,india,1
growth,separation,india,1
fraction,separation,india,1
separation,structures,india,1
malaria,separation,india,1
evaluated,separation,india,1
low,separation,india,1
proliferation,separation,india,1
separation,suppress,india,1
problem,separation,india,1
novel,separation,india,1
investigation,separation,india,1
application,separation,india,1
compounds,separation,india,1
inhibition,separation,india,1
leaves,separation,india,1
fevers,separation,india,1
isolate,potential,india,2
hela,potential,india,1
development,potential,india,1
medicine,potential,india,1
potential,species,india,2
parasite,potential,india,1
potential,treat,india,1
potential,scientific,india,1
leaf,potential,india,1
furan,potential,india,1
constituents,potential,india,1
combating,potential,india,1
cytotoxicity,potential,india,1
growth,potential,india,1
fraction,potential,india,1
potential,structures,india,1
malaria,potential,india,1
evaluated,potential,india,1
potential,proliferation,india,1
potential,suppress,india,1
novel,potential,india,1
application,potential,india,1
compounds,potential,india,1
inhibition,potential,india,1
leaves,potential,india,1
fevers,potential,india,1
isolate,resistance,india,2
hela,resistance,india,1
development,resistance,india,2
assessed,resistance,india,1
medicine,resistance,india,1
resistance,species,india,2
parasite,resistance,india,1
resistance,treat,india,1
resistance,scientific,india,1
leaf,resistance,india,1
furan,resistance,india,1
constituents,resistance,india,1
combating,resistance,india,1
cytotoxicity,resistance,india,1
growth,resistance,india,1
fraction,resistance,india,1
resistance,structures,india,1
malaria,resistance,india,1
evaluated,resistance,india,1
low,resistance,india,1
proliferation,resistance,india,1
resistance,suppress,india,1
novel,resistance,india,1
application,resistance,india,1
compounds,resistance,india,1
inhibition,resistance,india,1
leaves,resistance,india,1
fevers,resistance,india,1
hela,isolate,india,1
development,isolate,india,1
assessed,isolate,india,1
isolate,medicine,india,1
isolate,species,india,2
isolate,parasite,india,1
isolate,treat,india,1
isolate,scientific,india,1
isolate,leaf,india,1
furan,isolate,india,1
constituents,isolate,india,1
combating,isolate,india,1
cytotoxicity,isolate,india,1
isolate,research,india,1
growth,isolate,india,1
fraction,isolate,india,1
isolate,structures,india,1
isolate,malaria,india,1
evaluated,isolate,india,1
isolate,low,india,1
isolate,proliferation,india,1
isolate,suppress,india,1
isolate,problem,india,1
isolate,novel,india,1
investigation,isolate,india,1
application,isolate,india,1
compounds,isolate,india,1
inhibition,isolate,india,1
isolate,leaves,india,1
fevers,isolate,india,1
development,hela,india,1
assessed,hela,india,1
hela,medicine,india,1
hela,species,india,1
hela,parasite,india,1
hela,treat,india,1
hela,scientific,india,1
hela,leaf,india,1
furan,hela,india,1
constituents,hela,india,1
combating,hela,india,1
cytotoxicity,hela,india,1
hela,research,india,1
growth,hela,india,1
fraction,hela,india,1
hela,structures,india,1
hela,malaria,india,1
evaluated,hela,india,1
hela,low,india,1
hela,proliferation,india,1
hela,suppress,india,1
hela,problem,india,1
hela,novel,india,1
hela,investigation,india,1
application,hela,india,1
compounds,hela,india,1
hela,inhibition,india,1
hela,leaves,india,1
fevers,hela,india,1
development,medicine,india,1
development,species,india,1
development,parasite,india,1
development,treat,india,1
development,scientific,india,1
development,leaf,india,1
development,furan,india,1
constituents,development,india,1
combating,development,india,1
cytotoxicity,development,india,1
development,research,india,1
development,growth,india,1
development,fraction,india,1
development,structures,india,1
development,malaria,india,1
development,evaluated,india,1
development,low,india,1
development,proliferation,india,1
development,suppress,india,1
development,problem,india,1
development,novel,india,1
development,investigation,india,1
application,development,india,1
compounds,development,india,1
development,inhibition,india,1
development,leaves,india,1
development,fevers,india,1
assessed,medicine,india,1
assessed,species,india,1
assessed,parasite,india,1
assessed,treat,india,1
assessed,scientific,india,1
assessed,leaf,india,1
assessed,furan,india,1
assessed,constituents,india,1
assessed,combating,india,1
assessed,cytotoxicity,india,1
assessed,research,india,1
assessed,growth,india,1
assessed,fraction,india,1
assessed,structures,india,1
assessed,malaria,india,1
assessed,evaluated,india,1
assessed,low,india,1
assessed,proliferation,india,1
assessed,suppress,india,1
assessed,problem,india,1
assessed,novel,india,1
assessed,investigation,india,1
application,assessed,india,1
assessed,compounds,india,1
assessed,inhibition,india,1
assessed,leaves,india,1
assessed,fevers,india,1
medicine,species,india,1
medicine,parasite,india,1
medicine,treat,india,1
medicine,scientific,india,1
leaf,medicine,india,1
furan,medicine,india,1
constituents,medicine,india,1
combating,medicine,india,1
cytotoxicity,medicine,india,1
medicine,research,india,2
growth,medicine,india,1
fraction,medicine,india,1
medicine,structures,india,1
malaria,medicine,india,1
evaluated,medicine,india,1
low,medicine,india,1
medicine,proliferation,india,1
medicine,suppress,india,1
medicine,problem,india,1
medicine,novel,india,1
investigation,medicine,india,1
application,medicine,india,1
compounds,medicine,india,1
inhibition,medicine,india,1
leaves,medicine,india,1
fevers,medicine,india,1
parasite,species,india,1
species,treat,india,1
scientific,species,india,1
leaf,species,india,1
furan,species,india,1
constituents,species,india,1
combating,species,india,1
cytotoxicity,species,india,1
research,species,india,1
growth,species,india,1
fraction,species,india,1
species,structures,india,1
malaria,species,india,1
evaluated,species,india,1
low,species,india,1
proliferation,species,india,1
species,suppress,india,1
problem,species,india,1
novel,species,india,1
investigation,species,india,1
application,species,india,1
compounds,species,india,1
inhibition,species,india,1
leaves,species,india,1
fevers,species,india,1
parasite,treat,india,1
parasite,scientific,india,1
leaf,parasite,india,1
furan,parasite,india,1
constituents,parasite,india,1
combating,parasite,india,1
cytotoxicity,parasite,india,1
parasite,research,india,1
growth,parasite,india,1
fraction,parasite,india,1
parasite,structures,india,1
malaria,parasite,india,1
evaluated,parasite,india,1
low,parasite,india,1
parasite,proliferation,india,1
parasite,suppress,india,1
parasite,problem,india,1
novel,parasite,india,1
investigation,parasite,india,1
application,parasite,india,1
compounds,parasite,india,1
inhibition,parasite,india,1
leaves,parasite,india,1
fevers,parasite,india,1
scientific,treat,india,1
leaf,treat,india,1
furan,treat,india,1
constituents,treat,india,1
combating,treat,india,1
cytotoxicity,treat,india,1
research,treat,india,1
growth,treat,india,1
fraction,treat,india,1
structures,treat,india,1
malaria,treat,india,1
evaluated,treat,india,1
low,treat,india,1
proliferation,treat,india,1
suppress,treat,india,1
problem,treat,india,1
novel,treat,india,1
investigation,treat,india,1
application,treat,india,1
compounds,treat,india,1
inhibition,treat,india,1
leaves,treat,india,1
fevers,treat,india,1
leaf,scientific,india,1
furan,scientific,india,1
constituents,scientific,india,1
combating,scientific,india,1
cytotoxicity,scientific,india,1
research,scientific,india,1
growth,scientific,india,1
fraction,scientific,india,1
scientific,structures,india,1
malaria,scientific,india,1
evaluated,scientific,india,1
low,scientific,india,1
proliferation,scientific,india,1
scientific,suppress,india,1
problem,scientific,india,1
novel,scientific,india,1
investigation,scientific,india,1
application,scientific,india,1
compounds,scientific,india,1
inhibition,scientific,india,1
leaves,scientific,india,1
fevers,scientific,india,1
furan,leaf,india,1
constituents,leaf,india,1
combating,leaf,india,1
cytotoxicity,leaf,india,1
leaf,research,india,1
growth,leaf,india,1
fraction,leaf,india,1
leaf,structures,india,1
leaf,malaria,india,1
evaluated,leaf,india,1
leaf,low,india,1
leaf,proliferation,india,1
leaf,suppress,india,1
leaf,problem,india,1
leaf,novel,india,1
investigation,leaf,india,1
application,leaf,india,1
compounds,leaf,india,1
inhibition,leaf,india,1
leaf,leaves,india,1
fevers,leaf,india,1
constituents,furan,india,1
combating,furan,india,1
cytotoxicity,furan,india,1
furan,research,india,1
furan,growth,india,1
fraction,furan,india,1
furan,structures,india,1
furan,malaria,india,1
evaluated,furan,india,1
furan,low,india,1
furan,proliferation,india,1
furan,suppress,india,1
furan,problem,india,1
furan,novel,india,1
furan,investigation,india,1
application,furan,india,1
compounds,furan,india,1
furan,inhibition,india,1
furan,leaves,india,1
fevers,furan,india,1
combating,constituents,india,1
constituents,cytotoxicity,india,1
constituents,research,india,1
constituents,growth,india,1
constituents,fraction,india,1
constituents,structures,india,1
constituents,malaria,india,1
constituents,evaluated,india,1
constituents,low,india,1
constituents,proliferation,india,1
constituents,suppress,india,1
constituents,problem,india,1
constituents,novel,india,1
constituents,investigation,india,1
application,constituents,india,1
compounds,constituents,india,1
constituents,inhibition,india,1
constituents,leaves,india,1
constituents,fevers,india,1
combating,cytotoxicity,india,1
combating,research,india,1
combating,growth,india,1
combating,fraction,india,1
combating,structures,india,1
combating,malaria,india,1
combating,evaluated,india,1
combating,low,india,1
combating,proliferation,india,1
combating,suppress,india,1
combating,problem,india,1
combating,novel,india,1
combating,investigation,india,1
application,combating,india,1
combating,compounds,india,1
combating,inhibition,india,1
combating,leaves,india,1
combating,fevers,india,1
cytotoxicity,research,india,1
cytotoxicity,growth,india,1
cytotoxicity,fraction,india,1
cytotoxicity,structures,india,1
cytotoxicity,malaria,india,1
cytotoxicity,evaluated,india,1
cytotoxicity,low,india,1
cytotoxicity,proliferation,india,1
cytotoxicity,suppress,india,1
cytotoxicity,problem,india,1
cytotoxicity,novel,india,1
cytotoxicity,investigation,india,1
application,cytotoxicity,india,1
compounds,cytotoxicity,india,1
cytotoxicity,inhibition,india,1
cytotoxicity,leaves,india,1
cytotoxicity,fevers,india,1
growth,research,india,1
fraction,research,india,1
research,structures,india,1
malaria,research,india,1
evaluated,research,india,1
low,research,india,1
proliferation,research,india,1
research,suppress,india,1
novel,research,india,1
application,research,india,1
compounds,research,india,1
inhibition,research,india,1
leaves,research,india,1
fevers,research,india,1
fraction,growth,india,1
growth,structures,india,1
growth,malaria,india,1
evaluated,growth,india,1
growth,low,india,1
growth,proliferation,india,1
growth,suppress,india,1
growth,problem,india,1
growth,novel,india,1
growth,investigation,india,1
application,growth,india,1
compounds,growth,india,1
growth,inhibition,india,1
growth,leaves,india,1
fevers,growth,india,1
fraction,structures,india,1
fraction,malaria,india,1
evaluated,fraction,india,1
fraction,low,india,1
fraction,proliferation,india,1
fraction,suppress,india,1
fraction,problem,india,1
fraction,novel,india,1
fraction,investigation,india,1
application,fraction,india,1
compounds,fraction,india,1
fraction,inhibition,india,1
fraction,leaves,india,1
fevers,fraction,india,1
malaria,structures,india,1
evaluated,structures,india,1
low,structures,india,1
proliferation,structures,india,1
structures,suppress,india,1
problem,structures,india,1
novel,structures,india,1
investigation,structures,india,1
application,structures,india,1
compounds,structures,india,1
inhibition,structures,india,1
leaves,structures,india,1
fevers,structures,india,1
evaluated,malaria,india,1
low,malaria,india,1
malaria,proliferation,india,1
malaria,suppress,india,1
malaria,problem,india,1
malaria,novel,india,1
investigation,malaria,india,1
application,malaria,india,1
compounds,malaria,india,1
inhibition,malaria,india,1
leaves,malaria,india,1
fevers,malaria,india,1
evaluated,low,india,1
evaluated,proliferation,india,1
evaluated,suppress,india,1
evaluated,problem,india,1
evaluated,novel,india,1
evaluated,investigation,india,1
application,evaluated,india,1
compounds,evaluated,india,1
evaluated,inhibition,india,1
evaluated,leaves,india,1
evaluated,fevers,india,1
low,proliferation,india,1
low,suppress,india,1
low,problem,india,1
low,novel,india,1
investigation,low,india,1
application,low,india,1
compounds,low,india,1
inhibition,low,india,1
leaves,low,india,1
fevers,low,india,1
proliferation,suppress,india,1
problem,proliferation,india,1
novel,proliferation,india,1
investigation,proliferation,india,1
application,proliferation,india,1
compounds,proliferation,india,1
inhibition,proliferation,india,1
leaves,proliferation,india,1
fevers,proliferation,india,1
problem,suppress,india,1
novel,suppress,india,1
investigation,suppress,india,1
application,suppress,india,1
compounds,suppress,india,1
inhibition,suppress,india,1
leaves,suppress,india,1
fevers,suppress,india,1
novel,problem,india,1
application,problem,india,1
compounds,problem,india,1
inhibition,problem,india,1
leaves,problem,india,1
fevers,problem,india,1
investigation,novel,india,1
application,novel,india,1
compounds,novel,india,1
inhibition,novel,india,1
leaves,novel,india,1
fevers,novel,india,1
application,investigation,india,1
compounds,investigation,india,1
inhibition,investigation,india,1
investigation,leaves,india,1
fevers,investigation,india,1
application,compounds,india,1
application,inhibition,india,1
application,leaves,india,1
application,fevers,india,1
compounds,inhibition,india,1
compounds,leaves,india,1
compounds,fevers,india,1
inhibition,leaves,india,1
fevers,inhibition,india,1
fevers,leaves,india,1
origin,suspicion,oman,1
literature,suspicion,oman,1
suspicion,women,oman,1
culture,suspicion,oman,1
pus,suspicion,oman,1
histopathology,suspicion,oman,1
infected,suspicion,oman,1
mri,suspicion,oman,1
mrkh,suspicion,oman,1
published,suspicion,oman,1
literature,origin,oman,1
origin,women,oman,1
culture,origin,oman,1
origin,pus,oman,1
histopathology,origin,oman,1
infected,origin,oman,1
origin,woman,oman,1
mri,origin,oman,1
mrkh,origin,oman,1
origin,published,oman,1
fever,origin,oman,1
literature,women,oman,1
culture,literature,oman,1
literature,pus,oman,1
histopathology,literature,oman,1
infected,literature,oman,1
literature,woman,oman,1
literature,mri,oman,1
literature,mrkh,oman,1
literature,published,oman,1
fever,literature,oman,1
culture,women,oman,1
pus,women,oman,1
histopathology,women,oman,1
infected,women,oman,1
woman,women,oman,1
mri,women,oman,1
mrkh,women,oman,1
published,women,oman,1
fever,women,oman,1
culture,pus,oman,1
culture,histopathology,oman,1
culture,infected,oman,1
culture,woman,oman,1
culture,mri,oman,1
culture,mrkh,oman,1
culture,published,oman,1
culture,fever,oman,1
histopathology,pus,oman,1
infected,pus,oman,1
pus,woman,oman,1
mri,pus,oman,1
mrkh,pus,oman,1
published,pus,oman,1
fever,pus,oman,1
histopathology,infected,oman,1
histopathology,woman,oman,1
histopathology,mri,oman,1
histopathology,mrkh,oman,1
histopathology,published,oman,1
fever,histopathology,oman,1
infected,woman,oman,1
infected,mri,oman,1
infected,mrkh,oman,1
infected,published,oman,1
fever,infected,oman,1
mri,woman,oman,1
mrkh,woman,oman,1
published,woman,oman,1
mri,mrkh,oman,1
mri,published,oman,1
fever,mri,oman,1
mrkh,published,oman,1
fever,mrkh,oman,1
fever,published,oman,1
excessive,ivig,india,1
ivig,rare,india,1
ivig,tropical,india,1
adults,ivig,india,1
ivig,score,india,1
ivig,time,india,1
ivig,probability,india,1
identification,ivig,india,1
initiation,ivig,india,1
differentiate,ivig,india,1
elevated,ivig,india,1
admission,ivig,india,1
ivig,treatment,india,1
hlh,ivig,india,1
ivig,sofa,india,1
adult,ivig,india,1
ivig,relationship,india,1
ivig,reviewed,india,1
ivig,median,india,1
death,ivig,india,1
complications,ivig,india,1
combination,ivig,india,1
bicytopenia,ivig,india,1
illness,ivig,india,1
fatal,ivig,india,1
ivig,outcomes,india,1
improving,ivig,india,1
dengue,ivig,india,1
admitted,ivig,india,1
ivig,severe,india,1
ivig,predominance,india,1
excessive,rare,india,1
excessive,tropical,india,1
adults,excessive,india,1
excessive,score,india,1
excessive,time,india,1
excessive,probability,india,1
excessive,identification,india,1
excessive,initiation,india,1
differentiate,excessive,india,1
elevated,excessive,india,1
admission,excessive,india,1
excessive,treatment,india,1
excessive,hlh,india,1
excessive,sofa,india,1
adult,excessive,india,1
excessive,relationship,india,1
excessive,reviewed,india,1
excessive,median,india,1
death,excessive,india,1
complications,excessive,india,1
combination,excessive,india,1
bicytopenia,excessive,india,1
excessive,illness,india,1
excessive,fatal,india,1
excessive,outcomes,india,1
excessive,improving,india,1
dengue,excessive,india,1
admitted,excessive,india,1
excessive,severe,india,1
excessive,predominance,india,1
rare,tropical,india,1
adults,rare,india,1
rare,score,india,1
rare,time,india,1
probability,rare,india,1
identification,rare,india,1
initiation,rare,india,1
differentiate,rare,india,1
admission,rare,india,1
rare,treatment,india,1
hlh,rare,india,1
rare,sofa,india,1
adult,rare,india,1
rare,relationship,india,1
rare,reviewed,india,1
median,rare,india,1
death,rare,india,1
complications,rare,india,1
combination,rare,india,1
bicytopenia,rare,india,1
illness,rare,india,1
fatal,rare,india,1
outcomes,rare,india,1
improving,rare,india,1
dengue,rare,india,1
admitted,rare,india,1
rare,severe,india,1
predominance,rare,india,1
adults,tropical,india,1
score,tropical,india,1
time,tropical,india,1
probability,tropical,india,1
identification,tropical,india,1
initiation,tropical,india,1
differentiate,tropical,india,1
elevated,tropical,india,1
admission,tropical,india,1
treatment,tropical,india,1
hlh,tropical,india,1
sofa,tropical,india,1
adult,tropical,india,1
relationship,tropical,india,1
reviewed,tropical,india,1
median,tropical,india,1
death,tropical,india,1
complications,tropical,india,1
combination,tropical,india,1
bicytopenia,tropical,india,1
illness,tropical,india,1
fatal,tropical,india,1
outcomes,tropical,india,1
improving,tropical,india,1
dengue,tropical,india,1
admitted,tropical,india,1
severe,tropical,india,1
predominance,tropical,india,1
adults,score,india,1
adults,time,india,1
adults,probability,india,1
adults,identification,india,1
adults,initiation,india,1
adults,differentiate,india,1
adults,elevated,india,1
adults,treatment,india,1
adults,hlh,india,1
adults,sofa,india,1
adults,relationship,india,1
adults,reviewed,india,1
adults,death,india,1
adults,combination,india,1
adults,bicytopenia,india,1
adults,illness,india,1
adults,fatal,india,1
adults,outcomes,india,1
adults,improving,india,1
adults,dengue,india,1
admitted,adults,india,1
adults,severe,india,1
adults,predominance,india,1
score,time,india,1
probability,score,india,1
identification,score,india,1
initiation,score,india,1
differentiate,score,india,1
elevated,score,india,1
admission,score,india,1
score,treatment,india,1
hlh,score,india,1
score,sofa,india,1
adult,score,india,1
relationship,score,india,1
reviewed,score,india,1
median,score,india,1
death,score,india,1
complications,score,india,1
combination,score,india,1
bicytopenia,score,india,1
illness,score,india,1
fatal,score,india,1
outcomes,score,india,1
improving,score,india,1
dengue,score,india,1
admitted,score,india,1
score,severe,india,1
predominance,score,india,1
probability,time,india,1
identification,time,india,1
initiation,time,india,1
differentiate,time,india,1
elevated,time,india,1
admission,time,india,1
time,treatment,india,1
hlh,time,india,1
sofa,time,india,1
adult,time,india,1
relationship,time,india,1
reviewed,time,india,1
complications,time,india,1
combination,time,india,1
bicytopenia,time,india,1
illness,time,india,1
fatal,time,india,1
outcomes,time,india,1
improving,time,india,1
dengue,time,india,1
admitted,time,india,1
severe,time,india,1
predominance,time,india,1
identification,probability,india,1
initiation,probability,india,1
differentiate,probability,india,1
elevated,probability,india,1
admission,probability,india,1
probability,treatment,india,1
hlh,probability,india,1
probability,sofa,india,1
adult,probability,india,1
probability,relationship,india,1
probability,reviewed,india,1
median,probability,india,1
death,probability,india,1
complications,probability,india,1
combination,probability,india,1
bicytopenia,probability,india,1
illness,probability,india,1
fatal,probability,india,1
outcomes,probability,india,1
improving,probability,india,1
dengue,probability,india,1
admitted,probability,india,1
probability,severe,india,1
predominance,probability,india,1
identification,initiation,india,1
differentiate,identification,india,1
elevated,identification,india,1
admission,identification,india,1
identification,treatment,india,1
hlh,identification,india,1
identification,sofa,india,1
adult,identification,india,1
identification,relationship,india,1
identification,reviewed,india,1
identification,median,india,1
death,identification,india,1
complications,identification,india,1
combination,identification,india,1
bicytopenia,identification,india,1
identification,illness,india,1
fatal,identification,india,1
identification,outcomes,india,1
identification,improving,india,1
dengue,identification,india,1
admitted,identification,india,1
identification,severe,india,1
identification,predominance,india,1
differentiate,initiation,india,1
elevated,initiation,india,1
admission,initiation,india,1
initiation,treatment,india,1
hlh,initiation,india,1
initiation,sofa,india,1
adult,initiation,india,1
initiation,relationship,india,1
initiation,reviewed,india,1
initiation,median,india,1
death,initiation,india,1
complications,initiation,india,1
combination,initiation,india,1
bicytopenia,initiation,india,1
illness,initiation,india,1
fatal,initiation,india,1
initiation,outcomes,india,1
improving,initiation,india,1
dengue,initiation,india,1
admitted,initiation,india,1
initiation,severe,india,1
initiation,predominance,india,1
differentiate,elevated,india,1
admission,differentiate,india,1
differentiate,treatment,india,1
differentiate,hlh,india,1
differentiate,sofa,india,1
adult,differentiate,india,1
differentiate,relationship,india,1
differentiate,reviewed,india,1
differentiate,median,india,1
death,differentiate,india,1
complications,differentiate,india,1
combination,differentiate,india,1
bicytopenia,differentiate,india,1
differentiate,illness,india,1
differentiate,fatal,india,1
differentiate,outcomes,india,1
differentiate,improving,india,1
dengue,differentiate,india,1
admitted,differentiate,india,1
differentiate,severe,india,1
differentiate,predominance,india,1
admission,elevated,india,1
elevated,treatment,india,1
elevated,hlh,india,1
elevated,sofa,india,1
adult,elevated,india,1
elevated,relationship,india,1
elevated,reviewed,india,1
elevated,median,india,1
death,elevated,india,1
combination,elevated,india,1
bicytopenia,elevated,india,1
elevated,illness,india,1
elevated,fatal,india,1
elevated,improving,india,1
dengue,elevated,india,1
admitted,elevated,india,1
elevated,predominance,india,1
admission,hlh,india,1
admission,sofa,india,1
admission,relationship,india,1
admission,reviewed,india,1
admission,death,india,1
admission,combination,india,1
admission,bicytopenia,india,1
admission,illness,india,1
admission,fatal,india,1
admission,improving,india,1
admission,dengue,india,1
admission,admitted,india,1
admission,severe,india,1
admission,predominance,india,1
hlh,treatment,india,1
sofa,treatment,india,1
relationship,treatment,india,1
reviewed,treatment,india,1
median,treatment,india,1
death,treatment,india,1
combination,treatment,india,1
bicytopenia,treatment,india,1
illness,treatment,india,1
fatal,treatment,india,1
improving,treatment,india,1
dengue,treatment,india,1
admitted,treatment,india,1
severe,treatment,india,1
predominance,treatment,india,1
hlh,sofa,india,1
adult,hlh,india,1
hlh,relationship,india,1
hlh,reviewed,india,1
hlh,median,india,1
death,hlh,india,1
complications,hlh,india,2
combination,hlh,india,1
bicytopenia,hlh,india,1
hlh,illness,india,1
fatal,hlh,india,1
hlh,outcomes,india,2
hlh,improving,india,1
dengue,hlh,india,1
admitted,hlh,india,2
hlh,severe,india,1
hlh,predominance,india,1
adult,sofa,india,1
relationship,sofa,india,1
reviewed,sofa,india,1
median,sofa,india,1
death,sofa,india,1
complications,sofa,india,1
combination,sofa,india,1
bicytopenia,sofa,india,1
illness,sofa,india,1
fatal,sofa,india,1
outcomes,sofa,india,1
improving,sofa,india,1
dengue,sofa,india,1
admitted,sofa,india,1
severe,sofa,india,1
predominance,sofa,india,1
adult,relationship,india,1
adult,reviewed,india,1
adult,death,india,1
adult,combination,india,1
adult,bicytopenia,india,1
adult,illness,india,1
adult,fatal,india,1
adult,improving,india,1
adult,dengue,india,1
admitted,adult,india,1
adult,severe,india,1
adult,predominance,india,1
relationship,reviewed,india,1
median,relationship,india,1
death,relationship,india,1
complications,relationship,india,1
combination,relationship,india,1
bicytopenia,relationship,india,1
illness,relationship,india,1
fatal,relationship,india,1
outcomes,relationship,india,1
improving,relationship,india,1
dengue,relationship,india,1
admitted,relationship,india,1
relationship,severe,india,1
predominance,relationship,india,1
median,reviewed,india,1
death,reviewed,india,1
complications,reviewed,india,1
combination,reviewed,india,1
bicytopenia,reviewed,india,1
illness,reviewed,india,1
fatal,reviewed,india,1
outcomes,reviewed,india,1
improving,reviewed,india,1
dengue,reviewed,india,1
admitted,reviewed,india,1
reviewed,severe,india,1
predominance,reviewed,india,1
combination,median,india,1
bicytopenia,median,india,1
illness,median,india,1
fatal,median,india,1
median,outcomes,india,1
improving,median,india,1
median,predominance,india,1
combination,death,india,1
bicytopenia,death,india,1
death,illness,india,1
death,fatal,india,1
death,outcomes,india,1
death,improving,india,1
death,predominance,india,1
combination,complications,india,1
bicytopenia,complications,india,1
complications,illness,india,1
complications,fatal,india,1
complications,improving,india,1
complications,predominance,india,1
bicytopenia,combination,india,1
combination,illness,india,1
combination,fatal,india,1
combination,outcomes,india,1
combination,improving,india,1
combination,dengue,india,1
admitted,combination,india,1
combination,severe,india,1
combination,predominance,india,1
bicytopenia,illness,india,1
bicytopenia,fatal,india,1
bicytopenia,outcomes,india,1
bicytopenia,improving,india,1
bicytopenia,dengue,india,1
admitted,bicytopenia,india,1
bicytopenia,severe,india,1
bicytopenia,predominance,india,1
fatal,illness,india,1
illness,outcomes,india,1
illness,improving,india,1
dengue,illness,india,1
admitted,illness,india,1
illness,severe,india,1
illness,predominance,india,1
fatal,outcomes,india,1
fatal,improving,india,1
dengue,fatal,india,1
admitted,fatal,india,1
fatal,severe,india,1
fatal,predominance,india,1
improving,outcomes,india,1
dengue,outcomes,india,1
admitted,outcomes,india,2
outcomes,predominance,india,1
dengue,improving,india,1
admitted,improving,india,1
improving,severe,india,1
improving,predominance,india,1
dengue,predominance,india,1
admitted,predominance,india,1
predominance,severe,india,1
feet,protozoa,india,1
feet,uttarakhand,india,1
feet,mortality,india,1
feet,sepsis,india,1
feet,hepatomegaly,india,1
feet,himalayan,india,1
feet,sea,india,1
demographics,feet,india,1
feet,states,india,1
feet,leukopenia,india,1
feet,jharkhand,india,1
bihar,feet,india,1
feet,rishikesh,india,1
feet,proforma,india,1
feet,primary,india,1
feet,vegetation,india,1
feet,reasons,india,1
feet,thrombocytopenia,india,1
emergence,feet,india,1
feet,govt,india,1
analysed,feet,india,1
endemic,feet,india,1
factors,feet,india,1
feet,pallor,india,1
anemia,feet,india,1
feet,reservoir,india,1
feet,positive,india,1
detected,feet,india,1
feet,indian,india,1
examination,feet,india,1
feet,initiate,india,1
feet,poor,india,1
feet,splenomegaly,india,1
feet,higher,india,1
feet,residence,india,1
feet,level,india,1
feet,hlh,india,1
feet,objectives,india,1
feet,malaise,india,1
feet,sewage,india,1
feet,identified,india,1
feet,lethal,india,1
abnormality,feet,india,1
complications,feet,india,1
feet,population,india,1
disease,feet,india,1
feet,outcomes,india,1
feet,organ,india,1
admitted,feet,india,1
feet,intracellular,india,1
feet,fever,india,1
protozoa,uttarakhand,india,1
mortality,protozoa,india,1
protozoa,sepsis,india,1
hepatomegaly,protozoa,india,1
himalayan,protozoa,india,1
protozoa,sea,india,1
demographics,protozoa,india,1
protozoa,states,india,1
leukopenia,protozoa,india,1
jharkhand,protozoa,india,1
bihar,protozoa,india,1
protozoa,rishikesh,india,1
proforma,protozoa,india,1
primary,protozoa,india,1
protozoa,vegetation,india,1
protozoa,reasons,india,1
protozoa,thrombocytopenia,india,1
emergence,protozoa,india,1
govt,protozoa,india,1
